code_v2010,code_v2013,uniqueID,areaKm,pop11,pop21,artif_surf12,artif_surf18,bu_vol
AT111,AT111,AT111AT111,700.6793691823664,37542.966195378016,37480.0,4472.0,4735.0,19032991.000000007
AT112,AT112,AT112AT112,1787.8928816682208,150092.3386082687,162199.0,15506.0,16112.0,81449732.0000002
AT113,AT113,AT113AT113,1466.6027767485239,97544.92551708962,96978.0,11305.0,11990.0,47986485.000000134
AT121,AT121,AT121AT121,3348.5256606887724,240953.12825311496,248063.0,23694.0,25631.0,100362222.00000048
AT122,AT122,AT122AT122,3366.1231172805064,252569.2645717276,263179.0,24086.0,25331.0,98418555.0000007
AT123,AT123,AT123AT123,1225.6054407181043,148515.95261348147,157918.0,13682.0,14336.0,61252327.999999955
AT124,AT124,AT124AT124,4609.5275091037365,219368.05872491162,215695.0,26564.0,27839.0,120769805.00000103
AT125,AT125,AT125AT125,2407.743073512111,123357.61396270918,126291.0,15949.0,16986.0,72330438.0000009
AT126,AT126,AT126AT126,2716.4324544580772,308548.7051311437,337570.0,30288.0,31301.0,129105108.99999739
AT127,AT112,AT127AT112,1.0468777265397915,0.0,0.0,51.0,51.0,0.0
AT127,AT127,AT127AT127,1469.1880043479948,322792.94194344286,350764.0,25299.0,26034.0,125308460.00000098
AT130,AT130,AT130AT130,411.0092204050647,1708534.4559249582,1922261.0,26221.0,26367.0,516367027.9999993
AT211,AT211,AT211AT211,2025.4651982801618,276592.22311098385,292400.0,21811.0,23205.0,101601591.9999997
AT212,AT212,AT212AT212,4125.990379605452,127088.90817806007,123458.0,13119.0,13975.0,45713433.99999995
AT213,AT213,AT213AT213,3370.9239225733104,152295.78632426533,148219.0,15445.0,17474.0,57589550.000000454
AT221,AT221,AT221AT221,1194.5799813489161,404024.6553892974,450685.0,22344.0,23129.0,150744517.0000001
AT221,AT224,AT221AT224,31.70158578026271,684.44488684833,641.0,76.0,87.0,338786.99999999965
AT222,AT222,AT222AT222,3265.1051330484725,79253.77027682606,78933.0,9551.0,10363.0,30634634.000000373
AT223,AT222,AT223AT222,46.94581052437898,795.0000026077031,610.0,181.0,182.0,266322.9999999994
AT223,AT223,AT223AT223,3201.106498725791,163873.81107118755,157214.0,14105.0,14804.0,54442821.999999985
AT224,AT221,AT224AT221,15.209960063895435,894.2752948328854,917.0,84.0,91.0,449279.00000000035
AT224,AT224,AT224AT224,3298.4886552240755,263909.98051599524,267415.0,25403.0,27985.0,127226446.99999927
AT224,AT225,AT224AT225,44.20756075676694,2155.9332287553707,2005.0,270.0,293.0,1272199.0
AT225,AT225,AT225AT225,2222.2354396074616,189870.276052481,194324.0,18636.0,19801.0,80304542.99999921
AT226,AT226,AT226AT226,3055.409258573472,102798.72647687716,98531.0,10228.0,11135.0,40498203.99999984
AT311,AT311,AT311AT311,2818.3321057296175,276041.290751927,293251.0,28410.0,30322.0,129501274.00000072
AT312,AT312,AT312AT312,1738.5847183337546,551466.9802087804,601167.0,33273.0,34459.0,199127052.9999975
AT313,AT313,AT313AT313,2655.503120226145,204027.71488756896,211288.0,20100.0,21104.0,83576611.00000036
AT314,AT314,AT314AT314,2233.48524201238,152373.2786023434,156609.0,13464.0,14154.0,66339225.999999575
AT315,AT315,AT315AT315,2510.7065441668133,229370.6424239781,241193.0,19746.0,20973.0,91629188.00000004
AT321,AT321,AT321AT321,1017.7519327124463,20470.369139703318,20162.0,2872.0,3211.0,8802156.000000002
AT322,AT322,AT322AT322,4392.244345960162,162602.31476984464,170094.0,17649.0,19195.0,57557558.99999909
AT323,AT323,AT323AT323,1736.212447202175,345822.92747324513,371268.0,18121.0,18780.0,102829602.99999934
AT331,AT331,AT331AT331,1235.0539485090178,31604.147905040216,33209.0,4239.0,4340.0,13326017.000000129
AT332,AT332,AT332AT332,2093.6897542032607,286480.38771303365,313208.0,11791.0,12160.0,102102401.99999939
AT333,AT333,AT333AT333,2017.4532325886842,49303.915756840295,48864.0,4720.0,4925.0,18580909.00000002
AT334,AT334,AT334AT334,3317.6222156550975,100109.98045890893,105699.0,11474.0,11895.0,40358889.99999968
AT335,AT335,AT335AT335,3971.9852899774933,241902.209497584,261701.0,20377.0,21344.0,92448831.00000082
AT341,AT341,AT341AT341,1872.4243748512451,86931.35617642142,92329.0,7597.0,8422.0,33455324.000000168
AT342,AT342,AT342AT342,744.0029653475505,282750.9875167809,307715.0,12877.0,13523.0,109448789.99999991
BE100,BE100,BE100BE100,162.3686643927821,1133091.1424931323,1219234.0,14055.0,14121.0,329376397.0000017
BE211,BE211,BE211BE211,1003.2834529160502,1003372.0981325571,1061159.0,50393.0,51037.0,320733906.0000001
BE212,BE212,BE212BE212,511.3738369545918,328988.29011372075,349615.0,19594.0,20134.0,137487814.99999905
BE213,BE213,BE213BE213,1359.3925154656415,439834.71957096324,467552.0,37352.0,38417.0,269549400.00000185
BE221,BE221,BE221BE221,908.3165271118047,412594.38051222364,433923.0,32232.0,32964.0,202658628.00000045
BE222,BE222,BE222BE222,885.3832319779932,234599.49142235273,243063.0,21755.0,22300.0,126571310.00000077
BE223,BE223,BE223BE223,633.090644161568,200101.96382816407,206056.0,14787.0,15497.0,87634301.99999982
BE231,BE231,BE231BE231,472.54754704921913,276684.5747929615,296293.0,15543.0,15999.0,103265708.00000009
BE232,BE232,BE232BE232,346.52354886366146,194462.15436694666,203251.0,11462.0,11874.0,80538335.99999978
BE233,BE233,BE233BE233,335.4979138670313,82535.4236074292,86433.0,6588.0,6902.0,34418733.999999866
BE234,BE234,BE234BE234,949.1804857605476,534014.9074341857,565210.0,34983.0,36145.0,199974233.9999992
BE235,BE235,BE235BE235,422.5602623956577,120391.46148150925,124841.0,8689.0,9127.0,47294089.00000033
BE236,BE236,BE236BE236,479.83238279619303,239039.14612576514,256919.0,16464.0,17411.0,107756966.00000001
BE241,BE241,BE241BE241,948.7408448243115,603073.797657335,650508.0,35708.0,36553.0,201240360.00000268
BE242,BE242,BE242BE242,1168.5491114554416,487508.65571428393,512595.0,33767.0,34720.0,172709774.00000027
BE251,BE251,BE251BE251,665.3685372801093,277766.0881342687,283527.0,19512.0,20404.0,128067212.00000004
BE252,BE252,BE252BE252,364.79697515601214,50316.13472671446,52044.0,4906.0,5351.0,28966086.999999993
BE253,BE253,BE253BE253,553.5804326392856,106739.4083897823,107226.0,8692.0,9724.0,67741784.00000021
BE254,BE254,BE254BE254,405.9407799071624,282210.05243793107,294406.0,16959.0,17490.0,148365629.00000155
BE255,BE255,BE255BE255,293.52494090125015,152173.09135880825,158159.0,8383.0,8714.0,58979311.00000016
BE256,BE256,BE256BE256,273.6730985166692,146381.34397473847,154971.0,10142.0,10647.0,106121926.99999961
BE257,BE257,BE257BE257,331.7168478835227,91049.79731670332,94077.0,7948.0,8527.0,65399764.00000012
BE258,BE258,BE258BE258,278.7906693961036,60831.58254983397,62119.0,5369.0,5778.0,40044517.99999998
BE310,BE310,BE310BE310,1096.5943315564725,382941.5565829648,408191.0,28802.0,29700.0,114404291.00000018
BE321,BE321,BE321BE321,490.9646708282338,84809.31687631646,87702.0,7292.0,7772.0,29288730.000000156
BE322,BE322,BE322BE322,559.1976816200083,427449.3710057097,431903.0,21957.0,22333.0,98365438.99999961
BE323,BE323,BE323BE323,588.66672586608,252549.58988062936,258758.0,15719.0,16215.0,78279044.99999969
BE324,BE324,BE324BE324,102.28162809824703,76239.060704304,80661.0,3733.0,3906.0,27755209.999999862
BE325,BE325,BE325BE325,519.1857905085832,184363.94814036245,192707.0,11218.0,11741.0,59292390.000000186
BE326,BE326,BE326BE326,940.1632217578516,150208.79192081813,152870.0,10996.0,11479.0,48756003.99999964
BE327,BE327,BE327BE327,612.5389354748295,145797.55601108292,147749.0,11479.0,12003.0,54934912.999999784
BE331,BE331,BE331BE331,661.1324906925056,109013.89560944213,114461.0,9826.0,10248.0,33006748.99999977
BE332,BE332,BE332BE332,796.2679555268339,611823.450185539,627225.0,29202.0,29935.0,137604402.0000001
BE334,BE334,BE334BE334,389.96558628957507,76459.93156282522,82096.0,6504.0,6913.0,21574731.99999976
BE335,BE335,BE335BE335,1163.9490929295964,206866.6927168516,210672.0,14207.0,14957.0,63478085.00000016
BE336,BE336,BE336BE336,846.566731594947,76655.61037284986,78905.0,7373.0,7734.0,31983441.999999925
BE341,BE341,BE341BE341,318.7669010657164,58744.52436129517,64125.0,4700.0,4846.0,16973051.000000015
BE342,BE342,BE342BE342,1046.9427948601663,45962.9200117928,50457.0,6488.0,7038.0,19142875.99999998
BE343,BE343,BE343BE343,957.9773612040096,55320.471346336686,57802.0,6478.0,6987.0,18813148.000000045
BE344,BE344,BE344BE344,1358.6958126541563,60226.69273338063,64823.0,8032.0,8535.0,22299078.99999989
BE345,BE345,BE345BE345,777.8837849175227,52480.417029588025,54404.0,5228.0,5446.0,14703625.999999832
BE351,BE351,BE351BE351,1596.835877555817,107472.90015416234,113056.0,12149.0,12823.0,35315600.99999985
BE352,BE352,BE352BE352,1167.9923547829155,304470.8576209367,319732.0,23502.0,24285.0,78248434.00000025
BE353,BE353,BE353BE353,910.8993865949404,65920.84337304693,67351.0,6829.0,7396.0,18857167.00000004
BG311,BG311,BG311BG311,3029.7830136515063,101011.99772097879,75324.0,10294.0,10346.0,34965930.99999985
BG312,BG312,BG312BG312,3624.6134793486904,148095.9997322111,119681.0,13717.0,14054.0,46696622.99999967
BG313,BG313,BG313BG313,3615.8356766104425,186719.77843396098,152583.0,19921.0,20549.0,54800329.999999985
BG314,BG314,BG314BG314,4635.1111583281445,269740.2350994528,225687.0,26567.0,26974.0,87051043.99999925
BG315,BG315,BG315BG315,4133.42793240558,141547.58829590434,116180.0,13195.0,13765.0,44453346.00000011
BG321,BG321,BG321BG321,4660.402376206691,258503.82625712326,206819.0,24575.0,25126.0,80072158.00000058
BG322,BG322,BG322BG322,2022.7470843735791,122690.0383413107,98249.0,8757.0,9480.0,35717477.99999985
BG323,BG323,BG323BG323,2858.7095620527884,235232.906666175,193289.0,17353.0,17685.0,63349824.000000276
BG324,BG324,BG324BG324,2413.9601460815534,125185.55942880923,103072.0,12502.0,12779.0,36401968.9999997
BG325,BG325,BG325BG325,2840.5506479609417,119100.86896611197,97560.0,11901.0,12181.0,34997139.999999985
BG331,BG331,BG331BG331,3821.578117169178,474518.8799484304,429663.0,28424.0,28707.0,114481110.99999988
BG332,BG332,BG332BG332,4719.22359637999,189628.92038153522,149736.0,22350.0,22717.0,48626045.000000864
BG333,BG333,BG333BG333,3395.4025016007645,180533.440410497,151118.0,16470.0,17025.0,50135130.00000032
BG334,BG334,BG334BG334,2710.5229180153415,120811.67327789906,97925.0,12061.0,12378.0,30778039.999999713
BG341,BG341,BG341BG341,7750.830134784497,413455.1451270873,378587.0,30962.0,31912.0,122949401.00000095
BG342,BG342,BG342BG342,3544.083636036642,197479.1411775796,172361.0,16915.0,17364.0,48483983.999999695
BG343,BG343,BG343BG343,3355.974733685777,131445.6862406924,109527.0,13375.0,13763.0,34549080.000000164
BG344,BG344,BG344BG344,5150.194393223877,333219.09225458757,295913.0,40134.0,41828.0,90968937.99999975
BG411,BG411,BG411BG411,1341.7637734641792,1292668.4638831974,1234775.0,30363.0,31130.0,256417451.9999997
BG412,BG412,BG412BG412,7063.040863246249,246554.23409993394,229790.0,32199.0,33096.0,83243198.9999996
BG413,BG413,BG413BG413,6450.528468122299,323491.5492470129,291355.0,16745.0,18131.0,92974904.00000069
BG414,BG414,BG414BG414,2391.8576104803706,133390.41178402482,113917.0,13026.0,13390.0,34954290.999999456
BG415,BG415,BG415BG415,3053.2319793212764,136678.22770467433,111585.0,10210.0,10822.0,42197847.000000335
BG421,BG421,BG421BG421,5961.322239636656,682908.6730844881,629883.0,37351.0,38943.0,191704012.9999991
BG422,BG422,BG422BG422,5531.535850731245,246225.57470545583,211010.0,22174.0,22905.0,79623868.99999943
BG423,BG423,BG423BG423,4455.842667307983,275536.59008217184,229181.0,18505.0,18772.0,79689309.99999963
BG424,BG424,BG424BG424,3204.9803280047918,121764.25503788494,96258.0,6905.0,7123.0,31005652.99999974
BG425,BG425,BG425BG425,3211.556727079673,152792.91371429892,139934.0,8094.0,9169.0,34543653.99999994
CH011,CH011,CH011CH011,3211.9262436602426,726476.2496095372,823297.0,34410.0,35675.0,212780222.99999955
CH012,CH012,CH012CH012,5223.399365925027,316782.0275978659,352852.0,21031.0,23381.0,128176089.00000001
CH013,CH013,CH013CH013,281.7322443307114,458285.8175414786,508383.0,10589.0,10716.0,112020180.99999991
CH021,CH021,CH021CH021,5958.232831880567,986021.7876361174,1047925.0,47087.0,49470.0,291298381.99999857
CH022,CH022,CH022CH022,1670.4993278808754,284704.47397763573,329998.0,18065.0,19040.0,93776098.99999943
CH023,CH023,CH023CH023,789.1925009601662,257381.47170456097,279819.0,13496.0,13819.0,85551408.99999946
CH024,CH024,CH024CH024,802.5299543281151,173037.0234127114,175824.0,7176.0,7332.0,49987936.00000037
